input,cost_algo1,output_algo1,runtime_algo1
"[1, 3, 2, 4]-[1, 3, 4, 2]-[3, 1, 4, 2]-[3, 4, 1, 2]-[4, 3, 2, 1]",3,"['[(1, 3), (2, 4), (3, 2)]', '[(1, 2), (3, 4), (4, 2)]', '[(2, 1), (3, 2), (4, 3)]']",0.0006219
"[1, 4, 2, 3]-[2, 3, 4, 1]-[3, 2, 1, 4]-[3, 2, 4, 1]-[4, 2, 1, 3]",4,"['[(1, 4), (2, 3), (4, 2)]', '[(2, 4), (3, 4), (4, 1)]', '[(1, 4), (2, 1), (3, 2)]', '[(1, 3), (2, 1), (4, 2)]']",0.0005226
"[1, 2, 3, 4]-[2, 4, 1, 3]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 2, 3, 1]",5,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 3), (2, 4), (4, 1)]', '[(2, 1), (3, 4), (4, 2)]', '[(1, 2), (2, 3), (4, 1)]', '[(2, 3), (3, 1), (4, 2)]']",0.0004079
"[1, 2, 4, 3]-[2, 1, 4, 3]-[2, 3, 4, 1]-[3, 2, 4, 1]-[4, 3, 1, 2]",3,"['[(1, 4), (2, 4), (4, 3)]', '[(2, 4), (3, 4), (4, 1)]', '[(1, 2), (3, 1), (4, 3)]']",0.00067
"[1, 3, 2, 4]-[2, 4, 3, 1]-[3, 1, 4, 2]-[3, 2, 4, 1]-[4, 2, 3, 1]",4,"['[(1, 3), (2, 4), (3, 2)]', '[(2, 3), (3, 1), (4, 3)]', '[(1, 4), (3, 1), (4, 2)]', '[(2, 4), (3, 2), (4, 1)]']",0.000724
"[1, 3, 2, 4]-[1, 4, 3, 2]-[2, 1, 4, 3]-[3, 1, 4, 2]-[3, 2, 1, 4]",5,"['[(1, 3), (2, 4), (3, 2)]', '[(1, 4), (3, 2), (4, 3)]', '[(1, 4), (2, 1), (4, 3)]', '[(1, 4), (3, 1), (4, 2)]', '[(1, 4), (2, 1), (3, 2)]']",0.0003993
"[2, 3, 1, 4]-[2, 4, 1, 3]-[3, 4, 1, 2]-[4, 1, 3, 2]-[4, 2, 1, 3]",4,"['[(1, 4), (2, 3), (3, 1)]', '[(1, 3), (2, 1), (4, 1)]', '[(1, 2), (3, 4), (4, 1)]', '[(1, 3), (3, 2), (4, 1)]']",0.0006795
"[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 4, 2, 3]-[3, 4, 1, 2]-[4, 2, 3, 1]",4,"['[(1, 2), (1, 4), (2, 3), (4, 3)]', '[(1, 3), (2, 4), (3, 2)]', '[(1, 2), (3, 4), (4, 1)]', '[(2, 3), (3, 1), (4, 2)]']",0.0004141
"[1, 3, 2, 4]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 3, 4, 1]-[4, 2, 3, 1]",5,"['[(1, 3), (2, 4), (3, 2)]', '[(1, 4), (2, 3), (4, 2)]', '[(1, 4), (3, 2), (4, 3)]', '[(2, 3), (3, 4), (4, 1)]', '[(2, 3), (3, 1), (4, 2)]']",0.0003663
"[1, 3, 4, 2]-[1, 4, 2, 3]-[2, 1, 3, 4]-[4, 2, 3, 1]-[4, 3, 1, 2]",5,"['[(1, 3), (3, 4), (4, 2)]', '[(1, 4), (2, 3), (4, 2)]', '[(1, 3), (2, 1), (3, 4)]', '[(2, 3), (3, 1), (4, 2)]', '[(1, 2), (3, 1), (4, 3)]']",0.0004732
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 4, 2, 3]-[3, 4, 2, 1]-[4, 3, 1, 2]",4,"['[(1, 2), (1, 3), (2, 4), (3, 4)]', '[(1, 4), (2, 3), (4, 2)]', '[(2, 1), (3, 4), (4, 2)]', '[(1, 2), (3, 1), (4, 3)]']",0.0006658
"[1, 2, 3, 4]-[1, 3, 4, 2]-[2, 4, 3, 1]-[3, 1, 4, 2]-[3, 2, 1, 4]",4,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 4), (3, 4), (4, 2)]', '[(2, 4), (3, 1), (4, 3)]', '[(1, 4), (2, 1), (3, 2)]']",0.0004933
"[1, 3, 4, 2]-[2, 1, 4, 3]-[2, 4, 1, 3]-[3, 2, 1, 4]-[4, 1, 3, 2]",4,"['[(1, 3), (3, 4), (4, 2)]', '[(1, 3), (2, 1), (2, 4), (4, 3)]', '[(1, 4), (2, 1), (3, 2)]', '[(1, 3), (3, 2), (4, 1)]']",0.0004588
"[1, 2, 3, 4]-[1, 4, 3, 2]-[3, 1, 2, 4]-[3, 2, 1, 4]-[4, 1, 3, 2]",3,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 3), (3, 2), (4, 3)]', '[(1, 4), (2, 4), (3, 1), (3, 2)]']",0.0004484
"[1, 2, 4, 3]-[1, 3, 4, 2]-[2, 3, 1, 4]-[3, 4, 2, 1]-[4, 1, 3, 2]",5,"['[(1, 2), (2, 4), (4, 3)]', '[(1, 3), (3, 4), (4, 2)]', '[(1, 4), (2, 3), (3, 1)]', '[(2, 1), (3, 4), (4, 2)]', '[(1, 3), (3, 2), (4, 1)]']",0.0006896
"[1, 2, 4, 3]-[2, 1, 4, 3]-[2, 3, 4, 1]-[3, 2, 4, 1]-[4, 1, 3, 2]",3,"['[(1, 4), (2, 4), (4, 3)]', '[(2, 4), (3, 4), (4, 1)]', '[(1, 3), (3, 2), (4, 1)]']",0.0005297
"[1, 3, 2, 4]-[2, 4, 1, 3]-[3, 2, 4, 1]-[3, 4, 1, 2]-[4, 2, 1, 3]",4,"['[(1, 3), (2, 4), (3, 2)]', '[(1, 3), (2, 1), (4, 1)]', '[(2, 4), (3, 2), (4, 1)]', '[(1, 2), (3, 4), (4, 1)]']",0.0005547
"[1, 3, 2, 4]-[2, 3, 1, 4]-[3, 1, 2, 4]-[4, 1, 3, 2]-[4, 3, 2, 1]",4,"['[(1, 2), (2, 4), (3, 2)]', '[(1, 4), (2, 3), (3, 1)]', '[(1, 3), (3, 2), (4, 1)]', '[(2, 1), (3, 2), (4, 3)]']",0.0004583
"[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 2, 1, 4]-[4, 1, 2, 3]-[4, 3, 2, 1]",4,"['[(2, 4), (3, 1), (4, 3)]', '[(1, 4), (2, 4), (3, 1), (3, 2)]', '[(1, 2), (2, 3), (4, 1)]', '[(2, 1), (3, 2), (4, 3)]']",0.0007613
"[1, 3, 4, 2]-[2, 3, 4, 1]-[3, 1, 2, 4]-[3, 2, 1, 4]-[3, 2, 4, 1]",3,"['[(1, 3), (3, 4), (4, 2)]', '[(2, 4), (3, 4), (4, 1)]', '[(1, 4), (2, 4), (3, 1), (3, 2)]']",0.0007379
"[1, 2, 4, 3]-[1, 3, 4, 2]-[2, 3, 4, 1]-[2, 4, 1, 3]-[3, 2, 1, 4]",5,"['[(1, 2), (2, 4), (4, 3)]', '[(1, 3), (3, 4), (4, 2)]', '[(2, 3), (3, 4), (4, 1)]', '[(1, 3), (2, 4), (4, 1)]', '[(1, 4), (2, 1), (3, 2)]']",0.0006325
"[1, 4, 3, 2]-[2, 3, 4, 1]-[3, 1, 4, 2]-[3, 2, 1, 4]-[4, 2, 1, 3]",5,"['[(1, 4), (3, 2), (4, 3)]', '[(2, 3), (3, 4), (4, 1)]', '[(1, 4), (3, 1), (4, 2)]', '[(1, 4), (2, 1), (3, 2)]', '[(1, 3), (2, 1), (4, 2)]']",0.0004573
"[1, 2, 4, 3]-[1, 3, 2, 4]-[4, 1, 2, 3]-[4, 2, 1, 3]-[4, 2, 3, 1]",4,"['[(1, 2), (2, 4), (4, 3)]', '[(1, 3), (2, 4), (3, 2)]', '[(1, 3), (2, 3), (4, 1), (4, 2)]', '[(2, 3), (3, 1), (4, 2)]']",0.0006608
"[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[4, 3, 1, 2]-[4, 3, 2, 1]",5,"['[(1, 3), (2, 4), (4, 1)]', '[(2, 4), (3, 1), (4, 3)]', '[(1, 2), (2, 4), (3, 1)]', '[(1, 2), (3, 1), (4, 3)]', '[(2, 1), (3, 2), (4, 3)]']",0.0004822
"[1, 2, 4, 3]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 4, 1, 2]-[4, 2, 1, 3]",4,"['[(1, 2), (2, 4), (4, 3)]', '[(1, 3), (2, 1), (4, 1)]', '[(2, 4), (3, 1), (4, 3)]', '[(1, 2), (3, 4), (4, 1)]']",0.0007645
"[1, 2, 3, 4]-[1, 4, 3, 2]-[3, 1, 2, 4]-[4, 1, 2, 3]-[4, 2, 1, 3]",4,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 4), (3, 2), (4, 3)]', '[(1, 2), (2, 4), (3, 1)]', '[(1, 3), (2, 3), (4, 1), (4, 2)]']",0.0005536
"[1, 2, 4, 3]-[2, 1, 4, 3]-[3, 2, 1, 4]-[4, 1, 2, 3]-[4, 2, 1, 3]",3,"['[(1, 4), (2, 4), (4, 3)]', '[(1, 4), (2, 1), (3, 2)]', '[(1, 3), (2, 3), (4, 1), (4, 2)]']",0.000498
"[1, 2, 3, 4]-[1, 4, 2, 3]-[3, 4, 2, 1]-[4, 2, 1, 3]-[4, 3, 2, 1]",4,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 4), (2, 3), (4, 2)]', '[(2, 1), (3, 2), (4, 2)]', '[(1, 3), (2, 1), (4, 2)]']",0.0004314
"[1, 2, 4, 3]-[2, 1, 3, 4]-[2, 4, 1, 3]-[3, 2, 1, 4]-[3, 2, 4, 1]",5,"['[(1, 2), (2, 4), (4, 3)]', '[(1, 3), (2, 1), (3, 4)]', '[(1, 3), (2, 4), (4, 1)]', '[(1, 4), (2, 1), (3, 2)]', '[(2, 4), (3, 2), (4, 1)]']",0.0005037
"[1, 3, 4, 2]-[1, 4, 3, 2]-[2, 4, 1, 3]-[3, 2, 4, 1]-[3, 4, 2, 1]",3,"['[(1, 3), (1, 4), (3, 2), (4, 2)]', '[(1, 3), (2, 4), (4, 1)]', '[(2, 1), (3, 2), (3, 4), (4, 1)]']",0.0002852
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 4, 3, 2]-[2, 4, 1, 3]-[4, 3, 2, 1]",4,"['[(1, 2), (1, 3), (2, 4), (3, 4)]', '[(1, 4), (3, 2), (4, 3)]', '[(1, 3), (2, 4), (4, 1)]', '[(2, 1), (3, 2), (4, 3)]']",0.000383
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 4, 3, 2]-[3, 1, 2, 4]-[3, 2, 4, 1]",3,"['[(1, 2), (2, 4), (3, 4)]', '[(1, 4), (3, 2), (4, 3)]', '[(2, 4), (3, 2), (4, 1)]']",0.0006074
"[1, 3, 4, 2]-[2, 1, 4, 3]-[3, 2, 1, 4]-[4, 1, 2, 3]-[4, 3, 2, 1]",5,"['[(1, 3), (3, 4), (4, 2)]', '[(1, 4), (2, 1), (4, 3)]', '[(1, 4), (2, 1), (3, 2)]', '[(1, 2), (2, 3), (4, 1)]', '[(2, 1), (3, 2), (4, 3)]']",0.0004159
"[1, 3, 2, 4]-[2, 1, 3, 4]-[3, 4, 2, 1]-[4, 1, 3, 2]-[4, 3, 2, 1]",4,"['[(1, 3), (2, 4), (3, 2)]', '[(1, 3), (2, 1), (3, 4)]', '[(2, 1), (3, 2), (4, 2)]', '[(1, 3), (3, 2), (4, 1)]']",0.0003862
"[1, 2, 4, 3]-[2, 1, 4, 3]-[3, 1, 2, 4]-[3, 2, 1, 4]-[4, 3, 1, 2]",3,"['[(1, 4), (2, 4), (4, 3)]', '[(1, 4), (2, 4), (3, 1), (3, 2)]', '[(1, 2), (3, 1), (4, 3)]']",0.0004183
"[1, 3, 2, 4]-[2, 1, 3, 4]-[2, 3, 1, 4]-[4, 2, 3, 1]-[4, 3, 2, 1]",3,"['[(1, 3), (2, 4), (3, 2)]', '[(1, 4), (2, 1), (2, 3), (3, 4)]', '[(2, 1), (3, 1), (4, 2), (4, 3)]']",0.0006321
"[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 3, 4, 1]",4,"['[(1, 4), (2, 3), (4, 2)]', '[(1, 4), (2, 1), (2, 3), (3, 4)]', '[(1, 4), (2, 1), (4, 3)]', '[(2, 3), (3, 4), (4, 1)]']",0.0008358
"[1, 2, 4, 3]-[1, 3, 4, 2]-[2, 4, 1, 3]-[3, 4, 1, 2]-[4, 3, 2, 1]",5,"['[(1, 2), (2, 4), (4, 3)]', '[(1, 3), (3, 4), (4, 2)]', '[(1, 3), (2, 4), (4, 1)]', '[(1, 2), (3, 4), (4, 1)]', '[(2, 1), (3, 2), (4, 3)]']",0.000542
"[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 4, 3, 1]-[4, 2, 3, 1]-[4, 3, 1, 2]",4,"['[(1, 4), (2, 3), (4, 2)]', '[(1, 3), (2, 1), (3, 4)]', '[(2, 3), (3, 1), (4, 3)]', '[(1, 2), (3, 1), (4, 3)]']",0.0005491
"[1, 2, 3, 4]-[1, 4, 2, 3]-[1, 4, 3, 2]-[3, 4, 2, 1]-[4, 2, 3, 1]",5,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 4), (2, 3), (4, 2)]', '[(1, 4), (3, 2), (4, 3)]', '[(2, 1), (3, 4), (4, 2)]', '[(2, 3), (3, 1), (4, 2)]']",0.0003855
"[1, 2, 3, 4]-[1, 3, 2, 4]-[3, 1, 4, 2]-[4, 1, 3, 2]-[4, 3, 1, 2]",3,"['[(1, 2), (1, 3), (2, 4), (3, 4)]', '[(1, 4), (3, 1), (4, 2)]', '[(1, 2), (3, 2), (4, 1), (4, 3)]']",0.0003694
"[1, 4, 2, 3]-[2, 4, 1, 3]-[3, 4, 1, 2]-[4, 3, 1, 2]-[4, 3, 2, 1]",4,"['[(1, 4), (2, 3), (4, 2)]', '[(1, 3), (2, 4), (4, 1)]', '[(1, 2), (3, 1), (4, 1)]', '[(2, 1), (3, 2), (4, 3)]']",0.0005148
"[1, 3, 4, 2]-[1, 4, 2, 3]-[2, 4, 1, 3]-[3, 2, 4, 1]-[3, 4, 1, 2]",5,"['[(1, 3), (3, 4), (4, 2)]', '[(1, 4), (2, 3), (4, 2)]', '[(1, 3), (2, 4), (4, 1)]', '[(2, 4), (3, 2), (4, 1)]', '[(1, 2), (3, 4), (4, 1)]']",0.0004198
"[1, 2, 3, 4]-[1, 3, 2, 4]-[2, 3, 4, 1]-[3, 1, 4, 2]-[3, 4, 2, 1]",4,"['[(1, 2), (1, 3), (2, 4), (3, 4)]', '[(2, 3), (3, 4), (4, 1)]', '[(1, 4), (3, 1), (4, 2)]', '[(2, 1), (3, 4), (4, 2)]']",0.0003994
"[1, 3, 4, 2]-[1, 4, 3, 2]-[3, 1, 2, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]",4,"['[(1, 3), (1, 4), (3, 2), (4, 2)]', '[(1, 2), (2, 4), (3, 1)]', '[(2, 4), (3, 2), (4, 1)]', '[(1, 2), (3, 4), (4, 1)]']",0.0003842
"[1, 3, 2, 4]-[1, 4, 2, 3]-[3, 2, 4, 1]-[3, 4, 1, 2]-[4, 1, 2, 3]",4,"['[(1, 3), (2, 4), (3, 2)]', '[(1, 2), (2, 3), (4, 2)]', '[(2, 4), (3, 2), (4, 1)]', '[(1, 2), (3, 4), (4, 1)]']",0.0003646
"[1, 3, 2, 4]-[2, 1, 4, 3]-[3, 2, 1, 4]-[4, 1, 3, 2]-[4, 2, 1, 3]",5,"['[(1, 3), (2, 4), (3, 2)]', '[(1, 4), (2, 1), (4, 3)]', '[(1, 4), (2, 1), (3, 2)]', '[(1, 3), (3, 2), (4, 1)]', '[(1, 3), (2, 1), (4, 2)]']",0.0004081
"[1, 4, 3, 2]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 4, 3, 1]-[3, 4, 1, 2]",5,"['[(1, 4), (3, 2), (4, 3)]', '[(1, 4), (2, 1), (4, 3)]', '[(1, 4), (2, 3), (3, 1)]', '[(2, 4), (3, 1), (4, 3)]', '[(1, 2), (3, 4), (4, 1)]']",0.0003355
"[1, 4, 3, 2]-[2, 4, 1, 3]-[3, 1, 2, 4]-[4, 1, 2, 3]-[4, 2, 3, 1]",5,"['[(1, 4), (3, 2), (4, 3)]', '[(1, 3), (2, 4), (4, 1)]', '[(1, 2), (2, 4), (3, 1)]', '[(1, 2), (2, 3), (4, 1)]', '[(2, 3), (3, 1), (4, 2)]']",0.0003682
"[1, 3, 2, 4]-[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 1, 3]-[3, 2, 4, 1]",4,"['[(1, 3), (2, 4), (3, 2)]', '[(1, 4), (2, 3), (3, 1)]', '[(2, 4), (3, 4), (4, 1)]', '[(1, 3), (2, 4), (4, 1)]']",0.0004106
"[1, 2, 4, 3]-[1, 3, 4, 2]-[1, 4, 3, 2]-[4, 1, 2, 3]-[4, 3, 2, 1]",4,"['[(1, 2), (2, 4), (4, 3)]', '[(1, 3), (1, 4), (3, 2), (4, 2)]', '[(1, 2), (2, 3), (4, 1)]', '[(2, 1), (3, 2), (4, 3)]']",0.0007567
"[2, 1, 3, 4]-[2, 4, 3, 1]-[3, 1, 4, 2]-[3, 2, 1, 4]-[4, 1, 2, 3]",5,"['[(1, 3), (2, 1), (3, 4)]', '[(2, 4), (3, 1), (4, 3)]', '[(1, 4), (3, 1), (4, 2)]', '[(1, 4), (2, 1), (3, 2)]', '[(1, 2), (2, 3), (4, 1)]']",0.0009841
"[1, 2, 3, 4]-[1, 3, 4, 2]-[1, 4, 3, 2]-[3, 4, 2, 1]-[4, 3, 2, 1]",3,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 3), (1, 4), (3, 2), (4, 2)]', '[(2, 1), (3, 2), (4, 2)]']",0.0007307
"[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[4, 2, 1, 3]-[4, 3, 1, 2]",5,"['[(1, 4), (3, 1), (4, 2)]', '[(1, 4), (2, 1), (3, 2)]', '[(2, 4), (3, 2), (4, 1)]', '[(1, 3), (2, 1), (4, 2)]', '[(1, 2), (3, 1), (4, 3)]']",0.0006109
"[1, 2, 3, 4]-[1, 4, 3, 2]-[2, 1, 4, 3]-[3, 2, 1, 4]-[4, 1, 2, 3]",5,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 4), (3, 2), (4, 3)]', '[(1, 4), (2, 1), (4, 3)]', '[(1, 4), (2, 1), (3, 2)]', '[(1, 2), (2, 3), (4, 1)]']",0.0003275
"[1, 3, 4, 2]-[2, 3, 4, 1]-[3, 2, 1, 4]-[4, 1, 3, 2]-[4, 2, 1, 3]",5,"['[(1, 3), (3, 4), (4, 2)]', '[(2, 3), (3, 4), (4, 1)]', '[(1, 4), (2, 1), (3, 2)]', '[(1, 3), (3, 2), (4, 1)]', '[(1, 3), (2, 1), (4, 2)]']",0.0005294
"[1, 2, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[3, 1, 4, 2]-[4, 3, 2, 1]",5,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 4), (2, 1), (4, 3)]', '[(1, 4), (2, 3), (3, 1)]', '[(1, 4), (3, 1), (4, 2)]', '[(2, 1), (3, 2), (4, 3)]']",0.0008548
"[1, 2, 3, 4]-[2, 3, 4, 1]-[2, 4, 3, 1]-[4, 1, 2, 3]-[4, 3, 1, 2]",4,"['[(1, 2), (2, 3), (3, 4)]', '[(2, 3), (2, 4), (3, 1), (4, 1)]', '[(1, 2), (2, 3), (4, 1)]', '[(1, 2), (3, 1), (4, 3)]']",0.0005471
"[1, 3, 2, 4]-[1, 4, 3, 2]-[2, 1, 4, 3]-[2, 3, 4, 1]-[4, 3, 2, 1]",5,"['[(1, 3), (2, 4), (3, 2)]', '[(1, 4), (3, 2), (4, 3)]', '[(1, 4), (2, 1), (4, 3)]', '[(2, 3), (3, 4), (4, 1)]', '[(2, 1), (3, 2), (4, 3)]']",0.0004038
"[1, 2, 3, 4]-[1, 4, 2, 3]-[2, 3, 4, 1]-[3, 1, 2, 4]-[4, 1, 2, 3]",4,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 2), (2, 3), (4, 2)]', '[(2, 3), (3, 4), (4, 1)]', '[(1, 2), (2, 4), (3, 1)]']",0.0003408
"[1, 4, 2, 3]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 4, 1, 3]-[3, 2, 1, 4]",3,"['[(1, 4), (2, 3), (4, 2)]', '[(1, 3), (2, 1), (2, 4), (4, 3)]', '[(1, 4), (2, 1), (3, 1)]']",0.0006804
"[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 3, 2]-[3, 2, 4, 1]-[4, 3, 1, 2]",4,"['[(1, 3), (2, 4), (3, 2)]', '[(1, 3), (1, 4), (3, 2), (4, 2)]', '[(2, 4), (3, 2), (4, 1)]', '[(1, 2), (3, 1), (4, 3)]']",0.0002949
"[1, 3, 4, 2]-[1, 4, 3, 2]-[2, 3, 1, 4]-[2, 4, 1, 3]-[4, 1, 3, 2]",3,"['[(1, 3), (3, 2), (4, 2)]', '[(1, 4), (2, 3), (3, 1)]', '[(1, 3), (2, 4), (4, 1)]']",0.0005567
"[1, 4, 2, 3]-[2, 1, 4, 3]-[2, 3, 1, 4]-[4, 1, 3, 2]-[4, 3, 2, 1]",5,"['[(1, 4), (2, 3), (4, 2)]', '[(1, 4), (2, 1), (4, 3)]', '[(1, 4), (2, 3), (3, 1)]', '[(1, 3), (3, 2), (4, 1)]', '[(2, 1), (3, 2), (4, 3)]']",0.0003741
"[1, 3, 2, 4]-[2, 3, 1, 4]-[3, 1, 2, 4]-[3, 4, 2, 1]-[4, 3, 1, 2]",4,"['[(1, 2), (2, 4), (3, 2)]', '[(1, 4), (2, 3), (3, 1)]', '[(2, 1), (3, 4), (4, 2)]', '[(1, 2), (3, 1), (4, 3)]']",0.0004433
"[1, 2, 3, 4]-[1, 3, 4, 2]-[2, 4, 3, 1]-[3, 1, 4, 2]-[3, 4, 1, 2]",3,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 2), (3, 4), (4, 2)]', '[(2, 4), (3, 1), (4, 3)]']",0.0003352
"[1, 2, 3, 4]-[2, 3, 1, 4]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 2, 4, 1]",5,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 4), (2, 3), (3, 1)]', '[(1, 3), (2, 4), (4, 1)]', '[(2, 4), (3, 1), (4, 3)]', '[(2, 4), (3, 2), (4, 1)]']",0.0004276
"[1, 2, 3, 4]-[1, 3, 2, 4]-[3, 1, 4, 2]-[4, 2, 3, 1]-[4, 3, 2, 1]",3,"['[(1, 2), (1, 3), (2, 4), (3, 4)]', '[(1, 4), (3, 1), (4, 2)]', '[(2, 1), (3, 1), (4, 2), (4, 3)]']",0.0007563
"[1, 3, 4, 2]-[1, 4, 3, 2]-[2, 4, 3, 1]-[3, 2, 4, 1]-[4, 2, 1, 3]",4,"['[(1, 3), (1, 4), (3, 2), (4, 2)]', '[(2, 4), (3, 1), (4, 3)]', '[(2, 4), (3, 2), (4, 1)]', '[(1, 3), (2, 1), (4, 2)]']",0.0004456
"[1, 3, 4, 2]-[2, 1, 4, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[4, 1, 2, 3]",5,"['[(1, 3), (3, 4), (4, 2)]', '[(1, 4), (2, 1), (4, 3)]', '[(2, 4), (3, 1), (4, 3)]', '[(1, 2), (2, 4), (3, 1)]', '[(1, 2), (2, 3), (4, 1)]']",0.0007717
"[1, 3, 4, 2]-[1, 4, 2, 3]-[2, 4, 1, 3]-[3, 1, 2, 4]-[3, 2, 4, 1]",5,"['[(1, 3), (3, 4), (4, 2)]', '[(1, 4), (2, 3), (4, 2)]', '[(1, 3), (2, 4), (4, 1)]', '[(1, 2), (2, 4), (3, 1)]', '[(2, 4), (3, 2), (4, 1)]']",0.0004769
"[2, 3, 1, 4]-[2, 4, 1, 3]-[3, 1, 4, 2]-[4, 3, 1, 2]-[4, 3, 2, 1]",5,"['[(1, 4), (2, 3), (3, 1)]', '[(1, 3), (2, 4), (4, 1)]', '[(1, 4), (3, 1), (4, 2)]', '[(1, 2), (3, 1), (4, 3)]', '[(2, 1), (3, 2), (4, 3)]']",0.0004056
"[1, 2, 4, 3]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 4, 1, 2]-[4, 1, 2, 3]",4,"['[(1, 2), (2, 4), (4, 3)]', '[(1, 2), (2, 4), (3, 1)]', '[(1, 2), (3, 1), (3, 4), (4, 2)]', '[(1, 2), (2, 3), (4, 1)]']",0.0004009
"[1, 2, 3, 4]-[1, 3, 4, 2]-[1, 4, 3, 2]-[2, 1, 4, 3]-[3, 1, 4, 2]",3,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 4), (3, 2), (4, 2)]', '[(1, 4), (2, 1), (4, 3)]']",0.0004856
"[1, 2, 4, 3]-[1, 3, 4, 2]-[2, 1, 4, 3]-[2, 4, 1, 3]-[3, 1, 2, 4]",3,"['[(1, 3), (2, 4), (4, 3)]', '[(1, 3), (3, 4), (4, 2)]', '[(1, 2), (2, 4), (3, 1)]']",0.0002945
"[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 2, 1, 4]-[4, 1, 3, 2]-[4, 3, 1, 2]",3,"['[(2, 4), (3, 1), (4, 3)]', '[(1, 4), (2, 4), (3, 1), (3, 2)]', '[(1, 2), (3, 2), (4, 1), (4, 3)]']",0.000308
"[1, 3, 2, 4]-[1, 4, 2, 3]-[3, 4, 1, 2]-[4, 1, 2, 3]-[4, 3, 2, 1]",4,"['[(1, 3), (2, 4), (3, 2)]', '[(1, 2), (2, 3), (4, 2)]', '[(1, 2), (3, 4), (4, 1)]', '[(2, 1), (3, 2), (4, 3)]']",0.0005132
"[1, 2, 3, 4]-[1, 4, 2, 3]-[3, 1, 2, 4]-[4, 1, 3, 2]-[4, 3, 2, 1]",5,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 4), (2, 3), (4, 2)]', '[(1, 2), (2, 4), (3, 1)]', '[(1, 3), (3, 2), (4, 1)]', '[(2, 1), (3, 2), (4, 3)]']",0.0007075
"[1, 3, 4, 2]-[2, 1, 3, 4]-[2, 3, 4, 1]-[3, 1, 2, 4]-[4, 3, 2, 1]",5,"['[(1, 3), (3, 4), (4, 2)]', '[(1, 3), (2, 1), (3, 4)]', '[(2, 3), (3, 4), (4, 1)]', '[(1, 2), (2, 4), (3, 1)]', '[(2, 1), (3, 2), (4, 3)]']",0.0003037
"[1, 2, 3, 4]-[1, 2, 4, 3]-[2, 4, 1, 3]-[3, 1, 2, 4]-[3, 2, 1, 4]",4,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 2), (2, 4), (4, 3)]', '[(1, 3), (2, 4), (4, 1)]', '[(1, 4), (2, 4), (3, 1), (3, 2)]']",0.0003828
"[1, 2, 3, 4]-[1, 2, 4, 3]-[2, 3, 4, 1]-[2, 4, 3, 1]-[3, 2, 4, 1]-[4, 3, 2, 1]",4,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 2), (2, 4), (4, 3)]', '[(2, 4), (3, 1), (4, 1)]', '[(2, 1), (3, 2), (4, 3)]']",0.0004242
"[1, 3, 4, 2]-[1, 4, 3, 2]-[2, 3, 1, 4]-[3, 1, 4, 2]-[3, 4, 1, 2]-[4, 3, 2, 1]",4,"['[(1, 4), (3, 2), (4, 2)]', '[(1, 4), (2, 3), (3, 1)]', '[(1, 2), (3, 4), (4, 1)]', '[(2, 1), (3, 2), (4, 3)]']",0.0003529
